
1 9 9.66
2 9 15.26
3 9 16.57
4 9 17.22

1 10 19.29
2 10 74.89
3 10 83.57
4 10 101.99

1 11 58.41
2 11 420.22
3 11 471.28
4 11 559.14

1 12 131.74
2 12 1944.60
3 12 2284.65
4 12 2743.88

% plot 'poistimes.dat' u 1:(log($3/$1)) w l
